Symbol	MIIoocyte_FPKM	zygote_FPKM	early2cell_FPKM	2-cell_FPKM	4-cell_FPKM	8-cell_FPKM	ICM_FPKM	mESC_FPKM
Il1f6	0	0	0	0	0	0	0	0
Il1f5	0	0	0	0	0	0	0	0
Il1f10	0	0	0	0	0	0	0	0
Il1rn	0	0	0	0	0	0	0.264175	0
Psd4	0	0.0466403	0	0.0660165	2.10983	2.14286	2.99645	5.25417
Ehmt1	0	0	0	9.86558	0.980738	0	1.19674	2.07263
Wdr85,Zmynd19	11.6067	11.4324	9.7997	25.8504	23.3979	13.7038	9.90084	13.1427
Pnpla7	0.535375	0.364156	0.844779	4.22167	4.14736	3.06656	2.8005	0.234905
Nsmf	0.0673569	0.105747	0.176616	0.109367	0.194571	0.322337	0.0711491	0.155673
Entpd8	0	0	0	0.0585371	0.199389	0.169435	0	0.0493242
Nrarp	0	0.0178161	0.190587	0.68462	0.300635	0.528163	0.073891	0.0436942
Fam166a	0	0.0463939	0.0554675	0.12552	0.0807846	0.289285	0	0.239442
Rnf208	0	0.0377358	0	0.179646	0.195397	1.01491	0.535017	0.0923784
Tmem203	2.09771	2.91029	4.01165	10.4436	15.8803	11.0153	8.07184	0.444046
Tprn	14.9304	5.71223	5.24916	18.8123	79.2154	35.0233	6.83542	1.42622
Anapc2	16.2416	9.41264	8.77091	4.85552	13.0075	12.879	17.9195	26.4024
Tmem210	0	0	0	0	0	0.526585	0	0
E130003G02Rik,Lrrc26	0	0.00749059	0	0.144993	1.45871	3.11971	0.180127	0
Man1b1	0.628721	0.385295	0.7843	5.72602	17.6104	19.2945	6.36672	5.79017
Sapcd2	0.176043	0.248604	0.693124	19.4817	71.4998	54.6743	6.55293	1.67502
Entpd2	0.693	0.267487	0.812379	3.12762	7.59048	9.92408	2.05129	0
Npdc1	1.46784	0.234586	0.86602	7.78633	28.0885	17.5482	0.950736	2.81809
Fut7	0	0	0	0	0.0446126	0.259376	0	0
Abca2	1.69648	0.215829	0.298276	0.378418	0.390855	0.246515	0.194722	0.691036
Mir3087	0	0	0	0	0	0	0	0
Clic3	0	0.0759278	0.372815	0.433623	0	4.20184	1.15042	0
Fbxw5	5.79495	5.07104	7.10135	2.19853	4.19657	1.57324	11.3568	13.8705
Edf1	2.47622	3.63681	2.86418	71.4168	177.415	188.52	121.417	133.132
Lcn8	0	0.256906	0	0	0	0	0	0
Lcn5	0	0	0	0	0	0	0	0
Lcn6	0	0	0	0	0	0	0	0
Lcn10	0	0	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0	0	0
Bmyc	0.106167	0.067737	1.81117	0.515168	3.84391	5.13161	25.7372	13.0616
Obp2b	0	0	0	0	0	0	0	0
Lcn3	0	0	0	0	0	0	0	0
Lcn11	0	0	0	0	0	0	0	0
Gm13539	0	0	0	0	0	0	0	0
Lcn9	0	0	0.41595	0.078255	0	0.118466	0	0
Kcnt1	0	0.0118116	0	0.00726307	0	0.0501193	0.0262059	0.409403
Camsap1	0.00163457	3.90476	4.92221	22.7282	6.45183	4.96036	2.0721	3.60828
C330006A16Rik	8.45769	8.1518	7.24942	59.5591	40.698	6.68249	4.35492	7.71731
Gpsm1	0.0325638	0.117164	0.0364019	0	0.223542	2.11323	0	0.0631394
Pmpca	0.211333	0.620984	0.672335	14.3689	43.03	41.5315	69.0446	28.3469
Sec16a	0	12.3743	8.94879	24.6691	6.23975	6.96194	5.16358	3.02838
Egfl7,Mir126	0	0	0	2.27752	2.39883	2.70085	46.3977	42.7439
Fam69b	16.31	1.15145	1.13885	2.04516	2.33698	0.693334	0.395412	0.348096
Rpl7a	0.414054	0.738096	0.998607	3.75157	22.0751	37.774	28.3378	43.7474
Surf2	0.305363	1.91931	1.01068	43.5441	107.401	181.452	76.3891	37.6814
Gm711	0	0	0	0.041708	0.0732942	0.103285	0	0
Adamts13	0.0283028	0	0.0124162	0	0.0160625	0.0691282	0	0
Cacfd1	5.48741	5.82659	7.44995	2.31818	2.16778	4.54339	2.26008	7.16111
Adamtsl2	0	0	0	0	0	0.013117	0	0
Dbh	0.923409	0.964769	1.93711	0.105066	0.0714881	0	0	0
Wdr5	176.516	105.883	96.6333	88.0815	139.313	212.626	83.1231	31.771
Rxra	0.556547	0.447553	0.806783	1.07773	2.40744	4.97041	0.272418	0.0425042
Col5a1	0	0	0	0	0	0	0.150385	0.0251656
Olfm1	55.6981	33.7235	21.0079	5.09801	2.08181	0.280025	0.452755	0.0503688
Ppp1r26	0.146093	0.0565091	0.129629	0.108555	0.438989	2.13512	0.808352	0.122665
Mrps2	27.0072	23.5786	31.226	20.5743	52.665	57.9761	88.9779	44.6918
Gbgt1	0	0	0.0311462	0	0.366804	0	1.009	2.33104
Ralgds	2.79825	2.86444	4.55532	4.49369	4.63736	10.3319	1.20865	1.62594
Tsc1	138.124	44.8044	33.8149	25.7971	40.4701	29.0735	19.2212	15.0222
Ak8	1.30777	1.12294	0.73324	4.10817	9.26939	3.31118	0.132697	0.152362
Mir3088	0	0	0	0	0	0	0	0
Ddx31	0.256509	0.938895	0.561859	8.95336	29.8551	26.1012	7.29577	23.1669
Ttf1	2.2383	0.864241	0.309446	15.2111	23.5309	24.6583	9.67122	11.6493
Setx	14.2062	10.9724	8.00967	20.9358	24.3951	28.0783	18.8924	5.90102
Med27	1831.11	518.121	722.648	267.886	477.399	488.063	54.1792	31.6809
Rapgef1	7.11345	5.27802	4.90506	1.84941	3.05866	1.82785	2.20123	4.59068
Gm13547	0	0	0	0.0918323	0	0	0	0
Coq4	0.666341	2.17741	2.28759	28.3501	38.76	42.0717	22.174	26.0084
Slc27a4	0	0	0.0259565	2.24074	5.46132	3.77952	0.821693	0.157058
Urm1	0.0957212	0.229326	0.27983	5.15229	16.0725	15.0633	2.37231	2.15251
Cercam	0.103831	0.0174162	0	0.402896	0.357356	0.33373	0.286329	4.20823
Odf2	71.5335	45.5876	74.1684	17.976	12.4936	9.95159	23.4168	15.7512
Gle1	269.034	114.48	115.307	83.712	134.006	86.8705	36.543	41.0741
Sptan1	12.4166	10.2777	11.0883	13.2271	19.9191	33.7663	8.58805	13.2086
Set	3.0554	4.19984	5.42968	84.1	235.64	402.168	379.071	351.719
Pkn3	0.363621	0.0148832	0.335669	7.43316	9.60716	3.22902	1.18889	0.692863
Tbc1d13	28.798	15.2745	17.8193	24.8786	26.4865	29.3795	30.1402	10.1662
Endog	0.0928705	0.936079	0	4.68757	18.3492	10.7921	3.68764	9.47099
Lrrc8a	5.21136	2.5568	1.60203	2.93017	2.16286	1.90787	1.00099	0.0988525
Phyhd1	0	0.0664637	0	2.07685	3.28144	1.55026	1.73184	3.57624
Nup188	34.7766	24.4285	34.1127	7.18712	7.56631	3.42285	10.3519	18.8052
Fam73b	0.0988866	0.125677	0	1.7328	4.65186	2.29078	1.08269	2.41308
Dolpp1	0	0.08914	0.216741	6.00369	19.9033	24.2164	16.1376	7.41143
Ppp2r4	16.5624	3.57615	3.25288	9.09886	20.3529	13.6408	13.8816	20.5881
Cstad	0	0	0	0.0648761	0	0	0	0
Mir3089	0	0	0	0	0	0	0	0
Ntmt1	2.04927	2.44215	4.18114	125.651	210.387	105.149	29.5038	36.5744
Prrx2	0	0	0.171855	1.42804	2.40866	0.291113	0	0
Tor1b	0.541927	0.228389	0.559395	72.0872	131.183	77.6408	9.00191	15.1962
Usp20	1.00921	1.93599	1.78016	3.94037	2.3547	2.54478	0.683401	1.75615
Gpr107	2.00174	2.74136	2.84876	11.1086	33.5788	33.0593	17.0517	9.26229
Ncs1	0.157822	0.0790751	0.103094	0.0835183	0.997239	1.90768	0.363433	2.04156
Ass1	0	0.0614776	0.247364	0	0	0.832738	10.083	19.2954
Fubp3	8.302	10.802	5.93071	14.7512	14.4456	16.5215	57.7043	76.5465
Prdm12	0	0.0186401	0	0.0724367	0	0.0349691	0.165546	0
Exosc2	6.98862	5.55161	5.55765	20.0925	45.9994	52.1138	76.9327	74.1044
Abl1	7.71247	2.38314	3.08263	3.18868	3.74519	3.86921	6.10618	1.88429
Aif1l,Lamc3	0	0.0253736	0.199914	4.24096	2.76951	2.4789	2.49435	0.978966
Nup214	196.382	102.812	108.717	65.1921	43.0677	41.067	15.731	8.08571
Ppapdc3	0.612578	1.21128	2.72956	0.113371	0	0	0.485417	0.128263
Prrc2b	0.0585212	0.0446488	0.0802924	0.640473	1.58783	1.99745	7.27166	9.86163
Pomt1	2.63503	0.292229	0.690742	0.653262	0.0872718	0.353061	3.17697	2.61875
Golga2	17.0458	9.44501	9.77779	3.99724	11.3104	4.85943	1.34775	2.84718
Mir199b	0	0	0	0	0	0	0	0
Ciz1	2.29561	0.590446	0.612784	1.03778	2.00306	1.74708	4.30174	3.73734
Ptges2	1.51149	0.586884	0.856272	2.45328	6.59698	7.11904	4.51868	4.33602
Naif1	1.30409	0.558841	1.8531	6.63416	3.69533	1.72149	0.999023	4.48816
Fam102a	1.51453	1.62311	2.7135	8.43451	8.41171	8.92905	7.63225	1.43993
Dpm2	23.2562	37.4925	43.8871	47.1778	61.8415	65.0508	91.5733	24.1458
Pip5kl1	0.248843	0.269107	0.244344	0.0961481	0	0.0793338	0	0
St6galnac4,St6galnac6	0	0.0202857	0.115057	0.444101	3.20375	4.77523	22.198	4.94142
Ak1	0	0.120847	0.0548171	0	0	0.0865396	6.14638	8.64802
Eng	0.0170043	0.0204422	0.0157814	0.113863	2.03826	5.07767	0.507491	4.50945
Sh2d3c	46.6247	14.9202	26.0556	36.0768	31.8736	12.1239	0.512266	0
Tor2a	32.1331	5.47772	6.68028	77.8155	203.036	173.058	32.4133	31.2846
Ptrh1,Snord14a	0	0.179656	0.164765	52.168	128.22	102.143	8.25594	0.148228
Fam129b	0	0.0627227	0	0	0	0.0657162	1.46099	9.22987
Rpl12,Snora65	0	0.199714	0.196679	83.017	159.634	165.028	16.7338	7.5823
Angptl2	28.0387	11.0955	28.5437	2.361	0.630907	0	0	0.514095
C130021I20Rik	0	0	0	0	0	0	0.0395924	0.0572602
Nron	0	0.0390198	0.0143315	0	0	0	0	0
Mapkap1	166.74	103.265	134.055	57.8409	50.707	30.9729	9.42803	8.45825
Hspa5	42.4117	84.0909	56.8	219.119	399.844	221.444	410.886	298.64
Fbxw2	0	0	0.0605134	2.71233	3.3145	2.12239	2.48567	1.22968
D730039F16Rik	0	0	0.023632	0.311411	0	0	0	0
Cep110	6.70879	3.97033	2.43965	0.946703	0.421563	0.466289	1.30686	5.70212
Gsn	0.24712	0.596814	0.333511	0.0402515	0.0364548	0	8.89424	3.05355
Dab2ip	0.387938	0.0802658	0.0742544	0.111428	0.116247	0.348545	0.372907	1.49037
9030204H09Rik	0	0	0	0	0	0	0.112778	0
Morn5	0.145573	0.325322	0.989327	0.464379	8.7048	9.52241	0	0
Mrrf	2.54943	5.19928	13.5143	3.25391	10.1989	21.9321	10.3584	12.157
Ptgs1	0	0	0.0390451	0	0	0	2.87567	0
Olfr338	0	0	0	0	0	0	0.267592	0
Mir684-1	0	0	0	0	0	0	0	0
Olfr339	0	0	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0	0	0
Olfr342	0	0	0	0	0	0	0	0
Olfr344	0	0	0	0	0	0	0	0
Olfr345	0	0	0	0	0	0	0	0
Olfr346	0	0	0	0	0	0	0	0
Olfr347	0	0	0	0	0	0	0.130415	0
Olfr348	0	0	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0	0	0
Olfr350	0	0	0	0	0	0	0	0
Olfr352	0	0	0	0	0	0	0	0
Olfr354	0	0	0	0	0	0	0	0
Olfr356	0	0	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0	0.0668123	0
Olfr365	0	0	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0	0	0.242713
Olfr367-ps	0	0	0	0	0	0	0.161599	0
Olfr368	0	0	0	0	0	0	0	0
Zbtb6	0.619675	1.60679	0.630685	0	0.0325967	0.000223031	0.142094	0
Rabgap1	39.6685	41.314	31.7417	19.2099	10.827	15.2998	5.81053	8.91208
Gpr21	1.25498	1.87919	2.12268	0.362846	0.210838	0.434225	0	0
Crb2	0	0.0068162	0	0.108877	0	0	0.104189	0
Lhx2	2.8651	1.39973	1.01878	0.606981	0.314724	0.228372	0	0.0671835
Nek6	0.261924	0.112825	0.152258	0	0.122764	3.33948	13.1151	15.2115
Mir181a-2	0	0	0	0	0	0	0	0
Mir181b-2	0	0	0	0	0	0	0	0
Nr6a1	0	0	0	1.59397	0.108861	0	0.154494	0
Olfml2a	0.486267	0.310753	0.585873	0.313056	0	0.155033	0.211505	0.235025
Wdr38	0	0	0	0	0.512287	0.0770786	0.289337	0
Arpc5l	208.574	285.66	227.683	126.249	93.1961	100.181	82.774	66.7357
Lrp1b	22.5875	39.1418	15.6221	5.26116	0.0933583	0	0	0
Kynu	0.108617	0.0379245	0.0488805	0	0	0	0	0.122846
Kynu	0	0	0.99494	8.59988e-05	0	0	0	0
Arhgap15	23.3963	20.7534	15.191	4.66852	0.708069	0.102691	0.128815	0
Gm13476	0	0	0	0	0	0	0	0
1700019E08Rik	0	0.101535	0	0.294132	0.823727	0	0	0
Acvr2a	1.49111	0.434869	0.325346	1.70683	2.57952	2.86165	1.50031	0.0565511
Mbd5	13.6456	9.27978	15.2364	6.40839	4.15521	2.58051	0.26465	0.0351099
Epc2	9.97902	13.297	8.68976	34.2876	13.7585	12.2852	2.53051	1.63395
Kif5c	21.6657	13.8925	13.9591	9.54103	3.70846	1.10549	0.724015	1.27356
Lypd6b	7.39716	5.84144	3.74917	0.193347	0.319259	0	0.140148	0.157379
Lypd6	4.02054	5.35788	4.64999	0.888412	0.0677707	0.0128388	1.15346	0.0333247
Gm13483	1.16826	0.886906	0	0	0.130814	0	0.128305	0
Gm13498	0	0	0.887888	2.84567	3.17476	7.24449	0.0506715	1.6708
Gm13497	0	0.0230849	0	0	0	0	0.0270734	0
Tas2r134	0	0	0	0	0	0	0	0
Tnfaip6	0	0	0.226944	0.707414	0	0	0	0
Rif1	39.7852	45.8181	22.3675	104.96	54.4007	76.3656	28.9006	30.5057
4930573O16Rik	0	0	0	0	0	0	0	0
Cacnb4	0.943062	0.583116	2.58607	0.827084	0	0	0	0.391596
Fmnl2	0.808923	0.806403	0.655592	0.973795	0.0647051	0.42481	1.69322	0.914085
Arl6ip6	18.8492	18.4104	11.9699	27.3077	26.4487	18.7951	25.8655	25.9756
Galnt13	0.0722886	0.0520691	0.0547375	0.00766364	0	0.00594457	0	0.0152606
Kcnj3	0	0	0	0	0	0	0	2.39688
4930555B11Rik	0	0	0.0407065	0.263806	0	0.317108	0	0
Gpd2	10.6143	4.78048	4.36079	22.2812	84.2962	216.669	74.832	33.3647
Galnt5	0	0	0	0	0	0	0	0
Gm13546	0	0	0	0	0	0	0	0
Gm13544	0	0	0	0	0	0	0.0362205	0
Upp2	0	0	0	0	0	0	0	0
Pkp4	21.7216	25.2782	29.2894	40.5165	10.2662	6.8042	17.0246	11.3005
Dapl1	0	0.196431	1.03686	0	0	0	1.07311	0
Tanc1	10.3508	5.48277	5.8202	2.32372	1.43363	0.961496	1.68706	2.33393
Baz2b	0	0	0	0.172306	0	0	1.01376	0
March7	140.589	8.57262	3.73262	21.3057	39.8112	50.9938	43.5855	24.974
Gm13580	0	0	0	0	0	0	3.08325	8.71189
Tank	92.986	104.032	72.8435	30.5598	17.1293	9.81065	7.01204	11.1809
Psmd14	30.2273	16.1308	7.77503	122.344	216.598	330.392	298.306	215.377
Tbr1	0	0	0.0261812	0.0136903	0	0	0	0
Slc4a10	3.60575	9.36114	4.13467	3.11371	0.609576	0	0.292976	0
Dpp4	0	0	0	0	0.200976	0.165636	0	0
Gca	4.48738	5.56266	3.06197	2.39407	8.15763	49.4418	41.391	5.43848
Scn3a	0	0	0	0.276186	0	0	1.01004	0
Scn2a1	0.0289039	0.0923779	0.0128078	0	0	0	0.011638	0
Csrnp3	54.5561	23.4557	16.277	14.2725	8.18878	3.80176	11.658	0.0708058
Scn1a	0	0	0	0	0.907408	0.307385	0	0
Gm13629	0	0.0599113	0	0	0	0	0	0
Gm1322	0	0	0	0	0	0	0	0
Xirp2	0	0	0.0138809	0	0	0	0.0437732	0
B3galt1	0.108542	0.0854352	0.205417	0.181245	0	0	0.0323555	0.0205796
4933409G03Rik	0	0	0	0.0714875	0	0	0	0
4932414N04Rik	0	0	0.0157902	0.0150044	0	0	0	0
Cers6	151.496	100.534	54.7883	4.75884	4.49072	12.2749	10.6203	5.95899
Nostrin	7.82797	7.67997	5.81814	0.843889	0.239721	0.0662981	6.39293	0.388895
G6pc2	0.344487	0.112532	0.172827	0.0905512	0	0	0	0
Dhrs9	0	0	0	0	0	0.0304231	0	0.0396252
Bbs5	79.4612	46.0886	21.4776	19.1102	22.9493	55.2398	15.7762	22.4965
Klhl41	0	0.0289492	0.193655	0.321139	0.251132	0.361233	0.06977	0
Ppig	273.871	198.743	51.3293	137.84	152.613	166.566	53.7512	59.0868
Phospho2	281.793	344.363	354.895	78.1576	54.926	36.9408	8.41066	16.5879
Klhl23	0	0.0766009	0.0492491	0.249492	0	0.0362711	0	2.68881
Ssb	3343.3	808.526	142.707	88.9971	70.2791	121.586	267.59	294.552
Ubr3	0.600802	1.41129	1.68633	2.8174	3.2339	4.54395	6.99188	8.32186
Myo3b	0	0	0.0179657	0.384448	0.475793	0	0	0
Sp5	0	0.125234	0.411382	0.308417	0.147407	0	0	0.109623
Erich2	0	0	0	0	0	0	0	0.26909
Gad1	0	0.0222565	0.0327147	0	0	0	0.0268642	0
Gorasp2	155.311	35.8957	35.7628	23.3402	34.1778	33.8634	57.9542	72.2182
Tlk1	8.55114	7.55504	8.82111	0.386175	0.246911	0.204168	0	0
Dcaf17	10.4755	9.3722	4.38506	4.11678	13.6137	20.8893	33.0212	26.5695
Cybrd1	0	0.0268226	0.138789	0.0082582	0	0.0801296	0.0546353	0.0206373
Dync1i2	43.7893	206.263	268.391	20.4619	9.25625	13.0497	15.4412	28.7568
Hat1	86.6991	43.044	22.1543	51.022	145.549	229.335	422.498	685.831
Metap1d	0.805054	2.55848	2.21283	3.06616	11.2663	17.0711	10.2423	0.0997319
Dlx1	0.0237248	0.0327893	0.0403455	0.0638639	0.27187	0	0.0363918	0
Gm1631	0.165479	0.0377707	0	0.222844	0	0.318107	23.0928	8.49375
Itga6	43.2138	23.0004	12.8677	17.6121	5.60152	4.22155	18.2434	8.46498
Pdk1	11.3217	5.65937	7.7135	5.05447	3.19431	0.554872	2.23348	14.8552
Rapgef4	15.9807	19.3104	12.9924	2.10979	0.310045	0	0.126893	0
B230120H23Rik	5.18562	3.51078	2.81935	0.522835	0.872274	0.601231	1.27979	0.146892
Cdca7	10.2928	6.51068	5.40899	14.881	59.3236	46.2482	26.1195	91.2341
8430437L04Rik	0	0	0	0	0	0	0	0
1700011J10Rik	1.59964	3.6563	6.6821	21.754	17.3782	11.5832	4.71739	1.35394
Sp9	0	0.302613	0.418627	0.0869616	0	0.011669	0.0189952	0
Scrn3	6.62043	12.9433	7.42901	5.65469	6.36265	3.61391	8.79912	5.87297
Gpr155	4.24421	0.836163	2.97624	0.32454	0.296767	0	0.112265	0
Chrna1	1.28697	1.14301	1.45348	0.793062	0.105544	1.02578	0.845699	3.05576
Gm13704	0	0	0.0794283	0	0	0.0158673	0.209897	0
Hoxd13	0.302153	0.363353	0.57929	0.0946016	0.0978841	0.0521832	0.40317	0
Hoxd12	0	0.14866	0	0	0	0	0	0
Hoxd11	0	0.0133325	0.0969354	0.0163053	0	0.0855011	0.0295861	0
Hoxd10	0	0.025751	0.0304371	0.099317	0.0899705	0.460941	0.0603748	0
Hoxd9	0.032592	0.125033	0.0285793	0	0	0.234794	0.235644	0
Hoxd8	0.10698	0.0697571	0	0.274799	0	0	0	0
Hoxd3	0	0	0	0	0	0	0.125186	0
Hoxd4	0	0	0	0	0.0315863	0.0168444	0	0
Mir10b	0	0	0	0	0	0	0	0
Hoxd1	0	0	0.0906335	0.240416	0	0	0.0568002	0.0626477
Mtx2	2.00304	3.22796	4.65691	21.2262	48.9385	68.9086	115.276	134.521
Gm6793,Hnrnpa3	2.58149	2.42502	2.18696	2.62562	2.03723	1.46738	3.54939	4.2492
Agps	13.5591	15.6386	10.7796	10.7023	5.66802	6.41312	7.84495	9.07652
Pde11a	2.29262	3.34972	2.91895	0.688724	0	0	0	0
Rbm45	2.97269	0.66611	1.5293	10.4421	23.5101	21.0753	15.5294	5.9607
Osbpl6	0.988499	0.637325	1.21797	30.3717	31.6344	41.2483	3.72992	0.306246
Dfnb59	0	0	0	0	0	0	0	0
Plekha3	15.7703	18.8301	10.6052	25.2215	3.46474	2.77408	1.23171	1.3628
Ttn	0	0	0	0	0	0.496795	0.394344	4.66301
Sestd1	21.6114	11.2058	14.6607	4.17692	1.16232	0.0902967	1.27561	5.91048
Gm13944	0	0	0	0	0	0	0	0
Gm14461	0	0	0	0	0	0	0	0
Ube2e3	14.6874	17.7389	24.7532	109.502	263.133	170.249	34.2956	17.3883
Itga4	0.0124017	0.0139011	0.020376	0.0172134	0	0	0.055848	0
Ssfa2	9.67867	8.15122	5.00283	6.87601	4.20151	3.60893	1.78157	9.22132
Ppp1r1c	0	0	0	0	0	0	0.0384243	0
Prdx6b	0	0.0753685	0	0	0.0260837	0.0527528	0.102102	0
Dnajc10	16.0949	5.48535	2.4726	4.16827	4.35573	10.2963	20.9575	34.9782
Gm13752	77.1939	109.515	84.2155	12.3972	1.8138	5.47481	0.878975	0
Dusp19	7.44036	10.0728	10.5367	2.3788	4.02523	4.62692	12.0621	8.38994
Nup35	26.6357	23.4806	15.6123	20.1194	19.4764	18.0607	6.34412	4.74742
Zfp804a	0	0	0	0	0	0	0.0798059	0
Zc3h15	36.5953	61.1943	79.5983	82.7618	98.5028	95.8768	45.9697	32.8186
Itgav	0.205766	0.0878235	0.111377	2.48863	4.39529	6.76572	2.33592	0.104509
Fam171b	0.383817	0.287812	0.86774	0.358521	0.0233837	0	0	0
Ctnnd1	10.6168	11.2458	9.77106	1.45761	0.759412	9.71451	14.478	16.5162
Gm13718	0.0369138	0.211488	1.71479	81.8777	127.928	61.7759	2.30375	6.36555
Med19	28.8374	18.0774	14.8086	8.71731	21.5049	27.0848	30.1116	49.6493
Ypel4	0	1.12651e-06	1.83939e-06	0.0899668	0.254276	0.647157	0	1.90983e-06
Ube2l6	0	0.219952	0	0.89892	0.804589	5.32516	249.359	19.1405
Timm10	0.785884	1.94867	2.66255	124.236	171.61	168.414	110.305	89.9825
Slc43a1	0.169056	0.0685514	0.227178	0.030699	0.417002	0.0887091	6.44738	11.593
Slc43a3	136.933	43.863	44.0442	25.6281	57.2101	120.776	68.7773	0.505213
Prg2	0	0	0	0	0.428832	0.703236	0	0
Prg3	0	0	0	0	0	0	0	0
Ssrp1	64.2869	34.5853	49.9509	17.9375	34.1048	41.6436	63.052	75.1909
Tnks1bp1	15.232	5.89839	5.10729	0.869033	0.470613	0.597846	1.75438	2.21126
Aplnr	0	0	0.0147159	0	0	0	0	2.46995
Olfr996	0	0	0	0	0	0	0	0
Olfr998	0	0	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0	0	0
Olfr1010	0	0	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0	0.062025	0
Olfr1032	0	0	0	0	0	0	0	0
Olfr1033	0	0	0	0	0	0	0	0
Olfr1034	0	0	0	0	0	0	0.0611033	0
Olfr1036	0	0	0	0	0	0	0	0
Olfr1038-ps	0	0	0	0	0	0	0	0
Olfr1052	0.915328	1.80902	0.506711	0.136056	0	0	0.130415	0
Olfr1076	0	0	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0.0529694	0
Olfr1102	0	0	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0	0.128912	0.675064
Olfr1115	0	0	0	0	0	0	0.0556582	0
Olfr1116-ps	0	0	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0	0.103931	0
Olfr1120	0	0	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0	0.111212	0
Olfr1122	0	0	0	0	0	0	0.105972	0
Olfr1123	0	0	0	0	0	0	0	0
Olfr1124	0	0	0	0.106477	0	0	0	0
Olfr1126	0	0	0	0	0	0	0	0
Pramel6	0	0.485175	2.18812	73.6633	301.381	324.082	358.015	0
Olfr153	0	0	0	0.195427	1.22487	0.190153	0.160756	0
Olfr1129	0	0	0	0	0	0	0.0676365	0
Olfr1130	0	0	0	0	0	0	0.0891672	0
Olfr1131	0	0	0	0	0.200132	0	0	0
Olfr1140	0.166079	0	0.0659883	0	0	0	0	0
Olfr152	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0	0.111212	0
Olfr1151	0	0	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0	0.129867	0
Olfr1161	0	0	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0.124639	0
Olfr1183	0	0	0	0	0	0	0.0708411	0
Olfr1184	0	0	0	0	0	0	0.130966	0
Olfr1186	0	0	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0	0.107806	0
Olfr1189	0	0	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0.0526813	0	0
Olfr1202	0	0	0	0	0	0	0	0
Olfr1205	0	0	0.149354	0	0	0	0.13322	0
Olfr1204	0	0	0	0	0	0	0.132084	0
Olfr1206	0	0	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0	0	0
Olfr1255	0	0	0	0	0.199336	0	0	0
Olfr1257	0	0	0.0713527	0	0	0	0	0
Olfr1258	0	0	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0	0.0687677	0
Olfr1261	0	0	0	0	0	0	0	0
Olfr1262	0	0	0	0	0	0	0	0
Olfr1263	0	0	0	0	0	0	0.115002	0
Olfr1265	0	0	0	0	0	0	0	0
Olfr1506	0	0	0	0	0	0	0	0
Olfr1274-ps	0	0	0	0	0	0	0	0
Mir3110	0	0	0	0	0	0	0	0
Nup160	24.5997	31.4071	34.8343	10.1583	22.2016	28.0401	11.8504	14.1903
Fnbp4	228.33	85.4675	129.383	30.0079	30.9082	39.7567	14.7227	18.3328
Agbl2	0.986053	0.340749	0.201712	0.798573	0.585922	2.20599	0.0271647	0
Mtch2	0.174955	0.903648	2.43043	15.5892	47.9691	93.6575	130.068	46.7585
C1qtnf4	0.0547377	0.0733584	0.0436247	21.4221	22.7586	11.6962	1.31442	1.04611
Kbtbd4	29.8368	20.3553	19.4398	16.0011	16.928	20.4906	5.90712	6.01357
Celf1	100.306	66.2803	50.3219	44.8779	84.1416	76.7015	33.7956	31.2745
Rapsn	0.337021	0.422671	0.809699	0.755873	0.147135	0	0.191043	3.90442
Psmc3	25.5264	16.2481	13.9185	29.3591	91.1976	151.287	206.978	170.608
